Restaurant Name,Locality,Cuisines,Average Cost for two,Aggregate rating
Pishori Chicken Corner,Jail Road,Mughlai,400,0
Punjab Patiyala Sahi,Jail Road,Mughlai,400,0
Shama Chicken Corner,Jail Road,Biryani,400,0
Wah G Wah,Jail Road,North Indian,500,0
Al-Nawab,Jama Masjid,Mughlai,400,0
Ameer Sweets House,Jama Masjid,Mithai,200,0
Anwar Food Corner,Jama Masjid,Mughlai,700,0
Fish Point,Jama Masjid,North Indian,300,0
Golden Bakery,Jama Masjid,Bakery,200,0
Hotel Maidah,Jama Masjid,North Indian,500,0
Lahori Food,Jama Masjid,North Indian,500,0
Majlis Foods,Jama Masjid,North Indian,500,0
Bhashi Caterers,Jangpura,North Indian,700,0
Birbal Ji Dhaba,Jangpura,North Indian,400,0
Chaap Express,Jangpura,North Indian,400,0
Daawat-e-Mehak,Jangpura,North Indian,400,0
Delhi Biryani Hut,Jangpura,Mughlai,400,0
K. B. Eating Point,Jangpura,Chinese,300,0
Kashmiri Wazwan,Jangpura,Kashmiri,300,0
Maan Singh Halwai,Jangpura,Mithai,200,0
Mughlai Darbar Muradabadi,Jangpura,Mughlai,400,0
P.S. Chinese & Thai Food,Jangpura,Chinese,400,0
Pak Afghan Restaurant,Jangpura,Afghani,400,0
Pakeeza Restaurants,Jangpura,Mughlai,600,0
Radhe Shyam Chole Bhature,Jangpura,Street Food,200,0
Sanjha Chulha,Jangpura,North Indian,800,0
Sardar A Pure Meat Shop,Jangpura,Raw Meats,400,0
Shahi Muradabadi & Hyderabadi,Jangpura,Mughlai,300,0
Shankar Chinese Foods,Jangpura,Chinese,300,0
Shri Ram Sweets,Jangpura,South Indian,400,0
Subhash Punjabi Family Dhaba,Jangpura,North Indian,400,0
Tandoori Nature,Jangpura,North Indian,500,0
Tinker Koch,Jangpura,North Indian,400,0
Wakhra Swag,Jangpura,South Indian,300,0
Chill House Kafe,Janpath,Cafe,300,0
Connoisseur,Janpath,Bakery,500,0
Mahesh Chaat Corner,Janpath,Chinese,300,0
Pind Balluchi,Janpath,North Indian,1100,0
Queen's Way,Janpath,North Indian,600,0
Sea Lord,Janpath,North Indian,300,0
Chai Mantra,Jasola,Fast Food,300,0
Amul Ice-Cream Parlour,JNU,Ice Cream,300,0
Sunny Restaurant & Tiffin,JNU,North Indian,500,0
Al-Malik Chicken Point,Kailash Colony,North Indian,500,0
Amul Sweets & Bakery,Kailash Colony,North Indian,400,0
Elements - Mapple Express,Kailash Colony,North Indian,1300,0
Food 24,Kailash Colony,North Indian,500,0
Food Corner,Kailash Colony,North Indian,200,0
Food Master's Galley,Kailash Colony,North Indian,200,0
Habibi Express,Kailash Colony,Lebanese,1000,0
Hide Out Cafe,Kailash Colony,Cafe,800,0
Moriarty Delivers,Kailash Colony,Fast Food,500,0
Bake Bite,Kalkaji,Bakery,300,0
Chinese Chaat Corner,Kalkaji,Chinese,300,0
Chocofairies,Kalkaji,Bakery,300,0
Javed Chicken Corner,Kamla Nagar,Mughlai,500,0
Kamal Chicken,Kamla Nagar,Mughlai,600,0
Singh Chinese Fast Food,Kamla Nagar,Chinese,300,0
Al Naseem Foods Shawarma,Karol Bagh,Fast Food,300,0
Ganpati Bhoj,Karol Bagh,North Indian,400,0
Pandit Dhaba,Karol Bagh,North Indian,400,0
Red Chili Potato,Karol Bagh,Chinese,200,0
Cafe Coffee Day,Khan Market,Cafe,500,0
Aalishaan,Krishna Nagar,Chinese,400,0
Amritsari Chaat Bhandar,Krishna Nagar,Street Food,300,0
Bansal Foods,Krishna Nagar,North Indian,700,0
Bhatia Chinese Food,Krishna Nagar,Chinese,300,0
Break Fast Junction,Krishna Nagar,North Indian,300,0
Breakfast Hut,Krishna Nagar,North Indian,300,0
Buddy 's. Pizza,Krishna Nagar,Pizza,400,0
Chai Garam,Krishna Nagar,Beverages,200,0
Deepu Fish & Chicken,Krishna Nagar,North Indian,600,0
deliKitchen,Krishna Nagar,North Indian,400,0
Dial A Cake,Krishna Nagar,Bakery,500,0
Fuel Diet Cafe,Krishna Nagar,Healthy Food,400,0
GO CHATZ With Breadz,Krishna Nagar,Chinese,300,0
Goldy Chat Bhandar,Krishna Nagar,Street Food,200,0
Green Chick Chop,Krishna Nagar,Raw Meats,400,0
Hungry Heights,Krishna Nagar,Fast Food,400,0
Kebabish,Krishna Nagar,North Indian,600,0
Khalsa Dhaba,Krishna Nagar,North Indian,400,0
Khanna's Hot Pizza,Krishna Nagar,Pizza,400,0
Lets Eat Veg,Krishna Nagar,North Indian,500,0
Mitra Da Dhabha,Krishna Nagar,Mughlai,400,0
Murliwala Bakers,Krishna Nagar,Bakery,300,0
Panjabi Chic-Shoppe,Krishna Nagar,Raw Meats,400,0
Raj Petha Bhandar,Krishna Nagar,Mithai,300,0
Ramlal Sweets,Krishna Nagar,Mithai,200,0
Sanjha Chula Baba Da,Krishna Nagar,North Indian,300,0
Sri Krishna,Krishna Nagar,Street Food,300,0
Sugandh Corner,Krishna Nagar,South Indian,300,0
The Friends Cafe,Krishna Nagar,Chinese,400,0
The Muffin Girl,Krishna Nagar,Bakery,500,0
Burger Head Quarter BHQ,Lado Sarai,Fast Food,400,0
Chez Jerome - Q Cafe,Lado Sarai,Cafe,1600,0
Mr. Billiken,Lado Sarai,North Indian,700,0
Mulligan Cafe,Lado Sarai,South Indian,400,0
Naya Adda,Lado Sarai,Fast Food,300,0
OCD - Online Cake Delivery,Lado Sarai,Bakery,300,0
Puja Sandwich House,Lado Sarai,Fast Food,400,0
Al-Rihan,Lajpat Nagar 1,Mughlai,300,0
All Day 99,Lajpat Nagar 1,North Indian,300,0
Anna Dosa,Lajpat Nagar 1,South Indian,400,0
Chick Chicken House,Lajpat Nagar 1,Raw Meats,300,0
Chicken King,Lajpat Nagar 1,Mughlai,400,0
Choco Kraft,Lajpat Nagar 1,Bakery,400,0
Cocoalicious Delights,Lajpat Nagar 1,Bakery,400,0
FNV,Lajpat Nagar 1,North Indian,700,0
Food En Vouge,Lajpat Nagar 1,North Indian,500,0
Food Junction,Lajpat Nagar 1,Chinese,400,0
Gian Ji Punjabi Dhaba,Lajpat Nagar 1,North Indian,200,0
Govinda,Lajpat Nagar 1,Street Food,200,0
Intermission,Lajpat Nagar 1,Bakery,300,0
Karma Cafe & Lounge,Lajpat Nagar 1,North Indian,400,0
Lotes Bakes,Lajpat Nagar 1,Bakery,400,0
New Anna Ka Dosa,Lajpat Nagar 1,South Indian,300,0
New Sethi's,Lajpat Nagar 1,Mughlai,600,0
Punjab Sweets,Lajpat Nagar 1,Mithai,200,0
Shri Ram Dhaba,Lajpat Nagar 1,North Indian,300,0
Standard Punjabi Food,Lajpat Nagar 1,North Indian,300,0
Sunrise Bakery,Lajpat Nagar 1,Bakery,500,0
Taste of Spice,Lajpat Nagar 1,North Indian,500,0
The Celiac Kitchen,Lajpat Nagar 1,North Indian,600,0
K2 Multi Cuisine Restaurant,Lajpat Nagar 2,North Indian,1100,0
Bigbee,Lawrence Road,Bakery,200,0
Delhi 6 Cafe,Lawrence Road,Chinese,400,0
Lala Ji Sweets,Lawrence Road,Mithai,400,0
MK's Chinese Food,Lawrence Road,Chinese,300,0
Nirvana The Divine Kitchen,Lawrence Road,North Indian,800,0
Preechen,Lawrence Road,North Indian,500,0
Chawla's Tandoori Junction,Laxmi Nagar,North Indian,600,0
Chennai Express Greens,Laxmi Nagar,South Indian,300,0
Omi Pizza,Laxmi Nagar,Fast Food,400,0
South Indian & Chinese Fast Food,Laxmi Nagar,South Indian,400,0
The Khoj Cafe Restaurent,Laxmi Nagar,Chinese,400,0
Eywa by Saby @ Celeste,Lodhi Colony,Cafe,1100,0
Golden Bakery,Lodhi Road,Bakery,500,0
Krishan Sweets,Lodhi Road,Mithai,300,0
Rai Ji Caterers,Lodhi Road,North Indian,500,0
Szoun Chinese Food,Lodhi Road,Chinese,400,0
Yummy Mummy @ Delhi,Lodhi Road,Bengali,400,0
Aakash Sweets & Caterers,Mahipalpur,Mithai,200,0
Aapka Mangal Restaurant,Mahipalpur,North Indian,600,0
Al-Karim,Mahipalpur,North Indian,400,0
Apna Dhaba,Mahipalpur,North Indian,200,0
Burger Wala,Mahipalpur,Burger,300,0
Cafe Highway,Mahipalpur,Fast Food,300,0
Cake Point,Mahipalpur,Bakery,700,0
Chatori Zubaan Chur Chur Naan,Mahipalpur,North Indian,200,0
Coffee Shop,Mahipalpur,Cafe,1100,0
Colonel's Kebabs & Curries,Mahipalpur,North Indian,700,0
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,Mahipalpur,North Indian,200,0
Dolphin - The Food Cafe,Mahipalpur,North Indian,400,0
First Treat Bakers,Mahipalpur,Bakery,400,0
Flavours Of Delhi,Mahipalpur,North Indian,700,0
Foresto Lawn & Restaurant,Mahipalpur,North Indian,700,0
Jain Sweets & Bakers,Mahipalpur,North Indian,400,0
JD's Restaurant,Mahipalpur,North Indian,400,0
Just Vada Pav,Mahipalpur,Street Food,200,0
Kaka De Dhaba,Mahipalpur,North Indian,400,0
Kolcata Bengali Dhaba,Mahipalpur,North Indian,200,0
Kukkuu Da Dhaba,Mahipalpur,North Indian,500,0
M&S Coffee Cafe,Mahipalpur,Fast Food,500,0
Malabar Style Kitchen,Mahipalpur,Kerala,400,0
Mathura Lassi Wala,Mahipalpur,North Indian,300,0
Metropolitan Cafe,Mahipalpur,North Indian,600,0
Mr. Bake,Mahipalpur,Bakery,300,0
Mughal-E-Zaika,Mahipalpur,Mughlai,600,0
Mukesh Bhojnalaya,Mahipalpur,North Indian,400,0
New Royal Blue Dhaba,Mahipalpur,North Indian,400,0
New Sharma Chicken Corner,Mahipalpur,North Indian,200,0
Pakwan,Mahipalpur,North Indian,600,0
Pizza Corner,Mahipalpur,Pizza,300,0
Pokhreli Kitchen,Mahipalpur,South Indian,500,0
Rasoi,Mahipalpur,North Indian,600,0
Satya Dhaba,Mahipalpur,North Indian,500,0
Sha-O-Lin Chinese Fast Food,Mahipalpur,Chinese,400,0
Shahi Chicken Corner,Mahipalpur,Mughlai,400,0
Shama Muradabadi,Mahipalpur,North Indian,300,0
Sunil Punjabi Dhaba,Mahipalpur,North Indian,200,0
Sunita Dhaba,Mahipalpur,North Indian,300,0
Taste of India,Mahipalpur,North Indian,1100,0
U.P. Al-Flah Restaurant,Mahipalpur,Biryani,400,0
Vaishno Da Dhaba,Mahipalpur,North Indian,300,0
Yadav Sweets,Mahipalpur,Mithai,200,0
ABC Restaurant,Majnu ka Tila,North Indian,400,0
Achi Restaurant,Majnu ka Tila,Chinese,500,0
Asian House Restaurant,Majnu ka Tila,Tibetan,500,0
Cafe 59,Majnu ka Tila,Cafe,700,0
Drepung Loselling,Majnu ka Tila,Tibetan,500,0
Dus Bab,Majnu ka Tila,Tibetan,600,0
DZI House,Majnu ka Tila,North Indian,600,0
Good Luck Cafe,Majnu ka Tila,Ice Cream,300,0
Kathmandu,Majnu ka Tila,Chinese,400,0
Kullu Manali Restaurant,Majnu ka Tila,Tibetan,500,0
Lhamo's Kitchen,Majnu ka Tila,Nepalese,400,0
Lhasa Manthang Restaurant,Majnu ka Tila,Tibetan,400,0
Lhasa Thali House,Majnu ka Tila,Nepalese,400,0
Little Tibet,Majnu ka Tila,Cafe,400,0
Lotus House Restaurant,Majnu ka Tila,Tibetan,700,0
Mahi Rasoi,Majnu ka Tila,North Indian,500,0
New Open Restaurant,Majnu ka Tila,Nepalese,400,0
Rooftop Restaurant,Majnu ka Tila,Chinese,500,0
Somang House Restaurant,Majnu ka Tila,Asian,600,0
Tandoori Khazana,Majnu ka Tila,North Indian,400,0
Tsopema Restaurant,Majnu ka Tila,Tibetan,700,0
Snacks Point,Mandi House,Fast Food,200,0
The Sweet Spot,Mandi House,Bakery,700,0
Kafe @ Museum,Mansingh Road,North Indian,400,0
Friends Cafe,Mathura Road,North Indian,600,0
Mr. Tandoori Lal,Mayapuri Phase 2,Chinese,400,0
Om Sweets & Caterers,Mayapuri Phase 2,North Indian,300,0
Sardar Ji Take Away & Caterers,Mayapuri Phase 2,North Indian,500,0
Aman Vaishno Dhaba,Mayur Vihar Phase 1,North Indian,200,0
Anupam Hotel,Mayur Vihar Phase 1,North Indian,300,0
Bake Bank,Mayur Vihar Phase 1,Bakery,400,0
Buzybee,Mayur Vihar Phase 1,Bakery,400,0
Cafe Tandoor,Mayur Vihar Phase 1,Fast Food,300,0
Chawlas 2,Mayur Vihar Phase 1,North Indian,600,0
Choksi Chinese,Mayur Vihar Phase 1,Chinese,300,0
Desi Chulha,Mayur Vihar Phase 1,North Indian,500,0
Fumble Foods,Mayur Vihar Phase 1,North Indian,200,0
Games v/s Cafe,Mayur Vihar Phase 1,Cafe,300,0
Goodies- Snacks N More,Mayur Vihar Phase 1,Fast Food,500,0
Grubhouse Cafe,Mayur Vihar Phase 1,Fast Food,400,0
Mr. Baker's,Mayur Vihar Phase 1,Bakery,300,0
Muradabadi Chicken Biryani & Dhaba,Mayur Vihar Phase 1,North Indian,500,0
Pakiza Restaurant,Mayur Vihar Phase 1,North Indian,700,0
Riddhi Siddhi Restaurant,Mayur Vihar Phase 1,North Indian,300,0
Rockers & Shockers,Mayur Vihar Phase 1,North Indian,600,0
Saikutir Food,Mayur Vihar Phase 1,North Indian,300,0
Satnaam Foods,Mayur Vihar Phase 1,North Indian,400,0
Senorita's,Mayur Vihar Phase 1,Mexican,400,0
Shri Bala Ji Rasoi,Mayur Vihar Phase 1,North Indian,300,0
South Indian,Mayur Vihar Phase 1,South Indian,200,0
Tip Top Eating Corner,Mayur Vihar Phase 1,North Indian,200,0
ToLoveFromLove,Mayur Vihar Phase 1,Bakery,400,0
Tripti Foods,Mayur Vihar Phase 1,South Indian,300,0
U Like,Mayur Vihar Phase 1,Bakery,200,0
Zayka chicken restaurant,Mayur Vihar Phase 1,North Indian,400,0
Creamy Creation,Mayur Vihar Phase 2,Bakery,400,0
Evergreen Food Corner,Mayur Vihar Phase 2,Fast Food,400,0
K.D Corner,Mayur Vihar Phase 2,North Indian,400,0
A One Muradabadi,Mayur Vihar Phase 3,North Indian,400,0
Annapurna,Mayur Vihar Phase 3,North Indian,200,0
Cake Walkers,Mayur Vihar Phase 3,Bakery,300,0
Harish And Sonu Sudh Bhojnalya,Mayur Vihar Phase 3,North Indian,400,0
Mitra Da Dhaba,Mayur Vihar Phase 3,North Indian,300,0
Munchies Midnight Delivery,Mayur Vihar Phase 3,Continental,400,0
Muradabadi Chicken Corner,Mayur Vihar Phase 3,Mughlai,600,0
Riyaz Chicken Corner,Mayur Vihar Phase 3,Biryani,400,0
Romano's Pizza,Mayur Vihar Phase 3,Pizza,400,0
Royal Spice,Mayur Vihar Phase 3,Continental,600,0
Sonu Bhojanalya,Mayur Vihar Phase 3,North Indian,300,0
The Deshi Bites,Mayur Vihar Phase 3,North Indian,600,0
#hashtag,Mehrauli,Cafe,600,0
Al Zaika,Mehrauli,Mughlai,400,0
Ashiyan Foods,Mehrauli,North Indian,800,0
Bake My Day,Mehrauli,Bakery,300,0
Bhutani Chaap,Mehrauli,North Indian,300,0
China Pan,Mehrauli,Chinese,300,0
Chinese Fast Food,Mehrauli,Chinese,300,0
Dilkhush Punjabi Dhaba,Mehrauli,North Indian,600,0
Dragun Hut,Mehrauli,Chinese,500,0
Giani's,Mehrauli,Ice Cream,500,0
Kathi House,Mehrauli,Fast Food,300,0
Kerala Kitchen & Restaurant,Mehrauli,South Indian,300,0
Retro Kichen,Mehrauli,Chinese,400,0
The China Town,Mehrauli,Chinese,300,0
The Urban Dhaba,Mehrauli,North Indian,700,0
Twenty Four Seven,Mehrauli,Fast Food,400,0
Aap Ki Khatir,MG Road,Mughlai,500,0
Aggarwal Sweets,MG Road,Mithai,300,0
Baskin Robbins,MG Road,Ice Cream,400,0
Bikaner Sweets,MG Road,Mithai,500,0
Bollywood Khana,MG Road,North Indian,200,0
Cake And Bakes,MG Road,Bakery,300,0
Cake Point,MG Road,Bakery,700,0
Chinese Corner,MG Road,Chinese,200,0
Choudhary Dhaba,MG Road,North Indian,400,0
Green Chick Chop,MG Road,Raw Meats,400,0
Gujjar Dhaba,MG Road,Mughlai,300,0
Hotel Aditi,MG Road,North Indian,300,0
JMD Food Palace,MG Road,North Indian,600,0
Kitchen Namaste,MG Road,North Indian,300,0
Lajawab Chicken & Fish Fry,MG Road,Mughlai,400,0
Lotus Kitchen,MG Road,North Indian,200,0
Manami Japanese Restaurant,MG Road,Japanese,1100,0
Manna Sweets & Restaurant,MG Road,Mithai,300,0
Moets Curry Pot,MG Road,North Indian,1300,0
Mr. Sub,MG Road,Fast Food,500,0
New Gaurav Dhaba,MG Road,North Indian,300,0
Pandit Ji Ki Apni Rasoi,MG Road,North Indian,300,0
Rajdhani Restaurant,MG Road,North Indian,300,0
Saraswati Food Corner,MG Road,Chinese,300,0
Shri Balaji Bhojnalaya,MG Road,North Indian,300,0
Swadist Bhojnalaya,MG Road,Chinese,300,0
Swiss Gourmessa,MG Road,Bakery,600,0
Truly Yours,MG Road,North Indian,300,0
Uttrakhand Hotel,MG Road,North Indian,300,0
Vandana Food Corner,MG Road,Fast Food,200,0
Zaika Biryani,MG Road,Mughlai,400,0
Aces - The Card Room,MGM Club,Finger Food,2100,0
Curzon - The Royal Bar,MGM Club,Finger Food,1100,0
London Eye - The Open Lounge,MGM Club,Finger Food,2100,0
Lord's - The Sports Lounge,MGM Club,Finger Food,2100,0
Viceroy - The Coffee Shop,MGM Club,Cafe,1100,0
Sweeter Delight,Model Town 3,Bakery,400,0
Amit Dhaba,Moti Nagar,Fast Food,300,0
Apni Rasoi,Moti Nagar,North Indian,600,0
Chap Corner,Moti Nagar,Street Food,300,0
Chinese Corner,Moti Nagar,Fast Food,400,0
Evergreen Punjabi Swad,Moti Nagar,North Indian,300,0
Giani,Moti Nagar,Ice Cream,500,0
Hot & Hot Shudhir Chinese Point,Moti Nagar,Chinese,400,0
Hungerz Hub,Moti Nagar,Burger,300,0
Magic Mo:Mo Corner,Moti Nagar,Chinese,300,0
Malhotra's Zayeeka,Moti Nagar,North Indian,600,0
Moji Dhaba,Moti Nagar,North Indian,500,0
Naughty 9 Kitchen & Bar,Moti Nagar,North Indian,700,0
Street Chaat Chatoron Ka Adda,Moti Nagar,Street Food,200,0
Syall Kotian Da Dhaba,Moti Nagar,North Indian,600,0
Taaj Kitchen,Moti Nagar,Asian,800,0
Tirath Sweets,Moti Nagar,Mithai,200,0
Tummyy Tull,Moti Nagar,Fast Food,300,0
Bawarchi's Canteen,Mukherjee Nagar,North Indian,200,0
Bikaner Restaurant,Mukherjee Nagar,North Indian,200,0
Bikaner Sweets Chaat cafe,Mukherjee Nagar,Mithai,200,0
Brijwasi,Mukherjee Nagar,North Indian,400,0
Chaap Chaska,Mukherjee Nagar,North Indian,500,0
Delhi Chaap Express,Mukherjee Nagar,North Indian,300,0
Delhi Chaat Bhandar,Mukherjee Nagar,Street Food,100,0
Delhite Pí¢tisserie,Mukherjee Nagar,Bakery,400,0
Desi Dhaba,Mukherjee Nagar,North Indian,500,0
Desi Thaat Amritsari Naan,Mukherjee Nagar,North Indian,400,0
Dhaba Express,Mukherjee Nagar,North Indian,300,0
Flavours Kitchen,Mukherjee Nagar,North Indian,800,0
Food Campus,Mukherjee Nagar,North Indian,200,0
Fresh Fast Food,Mukherjee Nagar,North Indian,200,0
Gungun Tiffin Services,Mukherjee Nagar,North Indian,300,0
Happy Italiano,Mukherjee Nagar,Fast Food,400,0
Haryana Bhojnalaya,Mukherjee Nagar,North Indian,200,0
Hasty Tasty,Mukherjee Nagar,Chinese,300,0
Inam Muradabadi,Mukherjee Nagar,Mughlai,300,0
Just In,Mukherjee Nagar,North Indian,300,0
Jyoti Dhaba,Mukherjee Nagar,North Indian,200,0
Lasha Chinese Food,Mukherjee Nagar,Chinese,400,0
Lasha Chinese Food,Mukherjee Nagar,Chinese,300,0
Lily Tasty Fast Food,Mukherjee Nagar,North Eastern,200,0
Maa Vaishno Dinesh Dhaba,Mukherjee Nagar,North Indian,200,0
Madras Cafe,Mukherjee Nagar,South Indian,300,0
NIK's Chicken Corner,Mukherjee Nagar,North Indian,400,0
Om Shanti Foods,Mukherjee Nagar,North Indian,200,0
Panj Tara,Mukherjee Nagar,North Indian,600,0
Pasta Pizza & Roll Hut,Mukherjee Nagar,Italian,400,0
Pheva Tandooris,Mukherjee Nagar,North Indian,400,0
Punjabi Delight,Mukherjee Nagar,North Indian,400,0
Punjabi Parantha Station and Punjabi Thali,Mukherjee Nagar,North Indian,200,0
Punjabi Paratha Station,Mukherjee Nagar,North Indian,200,0
Raja Rasoi,Mukherjee Nagar,North Indian,300,0
Rollacious,Mukherjee Nagar,Fast Food,200,0
Singh Chicken,Mukherjee Nagar,North Indian,600,0
Special Tea Point,Mukherjee Nagar,Street Food,100,0
Spl. Flavour Sodas & Fruit shakes,Mukherjee Nagar,Juices,200,0
Student Corner,Mukherjee Nagar,Fast Food,100,0
Taneja Corner,Mukherjee Nagar,North Indian,300,0
Taste Zone,Mukherjee Nagar,North Indian,200,0
Tea Point,Mukherjee Nagar,Beverages,200,0
West Bangal Kolkata Hot Kathi Rolls,Mukherjee Nagar,Fast Food,300,0
Aggarwal Sweets,Munirka,Mithai,200,0
Al Meraj Chicken Shop,Munirka,Awadhi,200,0
Chinese Food Corner,Munirka,Chinese,500,0
Creative Food House,Munirka,Continental,500,0
D.A.A.,Munirka,Chinese,400,0
Dee Cake Shop,Munirka,Bakery,400,0
Jaca Restaurant,Munirka,North Indian,400,0
King Of Roll,Munirka,Fast Food,200,0
Kirti Food Plaza,Munirka,North Indian,200,0
KT's Shik-Shack,Munirka,Street Food,300,0
Namaste Restaurant,Munirka,Chinese,400,0
Nishaj Chicken Corner,Munirka,North Indian,300,0
Royal Bakery,Munirka,Bakery,300,0
S.R. Bakers,Munirka,Bakery,200,0
Shahi Muradabadi,Munirka,Mughlai,400,0
Shree Vinayaga Restaurant,Munirka,South Indian,500,0
The Cake Basket,Munirka,Bakery,200,0
The Pure Kitchen,Munirka,Chinese,300,0
The Yolmo Kitchen,Munirka,Chinese,600,0
Zawlbuk,Munirka,Tibetan,400,0
Aditya Da Vaishno Dhaba,Najafgarh,North Indian,300,0
Aggarwal Bikaner Sweets,Najafgarh,Mithai,200,0
Aggarwal Sweet Centre,Najafgarh,Mithai,300,0
Anjel China & Tibetian Food,Najafgarh,Tibetan,500,0
Annpurna Rasoi,Najafgarh,North Indian,300,0
Apni Rasoi,Najafgarh,Mughlai,400,0
Bajrang Misthan Bhawan,Najafgarh,Mithai,200,0
Bake Town,Najafgarh,Bakery,300,0
Bikaner Sweets & Restaurant,Najafgarh,Mithai,300,0
Brown Town Bakers,Najafgarh,Desserts,200,0
Captain Food Factory,Najafgarh,Chinese,600,0
Cheffron Bakery,Najafgarh,Bakery,300,0
Chicken Darwar,Najafgarh,Fast Food,400,0
Chili's Treat,Najafgarh,North Indian,500,0
Chilli Tadka,Najafgarh,Chinese,300,0
Chinese Food Point,Najafgarh,Chinese,400,0
Chinese Temptation,Najafgarh,Chinese,400,0
Dana Pani,Najafgarh,North Indian,300,0
Dev Sweets & Restaurant,Najafgarh,North Indian,500,0
Dilli Darbar Chicken Point,Najafgarh,Mughlai,500,0
Food Point and Sweets Corner,Najafgarh,South Indian,300,0
Green Chick Chop,Najafgarh,Raw Meats,400,0
Grover Burfee & Cakes,Najafgarh,Bakery,300,0
Hans's Planet-F,Najafgarh,Chinese,400,0
Hotel Delhi 43,Najafgarh,North Indian,800,0
Kanhaiya Fast Food,Najafgarh,Chinese,400,0
Karol Bagh Ke Chhole Bhature,Najafgarh,North Indian,200,0
King's Food,Najafgarh,Chinese,300,0
Lamba Sweets Corner,Najafgarh,Mithai,200,0
Laxmi Food Corner,Najafgarh,Fast Food,300,0
Lounge Bakery,Najafgarh,Bakery,500,0
Mehtaab Sweet Corner & Restaurant,Najafgarh,North Indian,300,0
Melting Food Point,Najafgarh,Chinese,400,0
Mithla Dhabha,Najafgarh,North Indian,300,0
Mittal Caterer,Najafgarh,Street Food,300,0
Mittal Restaurant & Fast Food,Najafgarh,Fast Food,500,0
NBC Nirankari Bakers,Najafgarh,Pizza,300,0
Pind Balluchi,Najafgarh,North Indian,900,0
Prem Chinese Fast Food,Najafgarh,Chinese,200,0
Punjabi Rasoi,Najafgarh,Fast Food,300,0
Punjabi Special,Najafgarh,North Indian,300,0
Radhe Shyam Dhaba,Najafgarh,North Indian,300,0
Raj Rasoi,Najafgarh,North Indian,200,0
Raju De Special Paneer Wale,Najafgarh,North Indian,100,0
Sangeeta Dhaba,Najafgarh,North Indian,400,0
Sat Narayan Fast Food,Najafgarh,Mithai,200,0
Shahi Chicken Point,Najafgarh,Mughlai,300,0
Sharma Sweets,Najafgarh,Mithai,200,0
Shere Hind Chicken Corner,Najafgarh,Mughlai,400,0
Shiv Shakti Dhaba,Najafgarh,North Indian,200,0
Shree Shyam Sweets,Najafgarh,Street Food,200,0
Shri Shyam Ji Shudh Shakahari Bhojnalaya,Najafgarh,North Indian,200,0
Sky Hawk,Najafgarh,North Indian,700,0
Snack Shack,Najafgarh,North Indian,400,0
Soya Bite's,Najafgarh,North Indian,400,0
Taj Mahal Dhaba,Najafgarh,North Indian,500,0
Yadav Sweets,Najafgarh,Mithai,300,0
Yummy Chinese Food,Najafgarh,Chinese,200,0
Aggarwal Sweets Corner,Nangloi,Mithai,200,0
Anand Sweets,Nangloi,Mithai,200,0
Annapurna Sweets Palace,Nangloi,Mithai,200,0
Aujla's Punjabi Zaika,Nangloi,North Indian,500,0
Baba Ji,Nangloi,Fast Food,300,0
Babu Soup Wala,Nangloi,North Indian,400,0
Baketown By Gagan Bakers,Nangloi,Fast Food,300,0
Bala Ji Rasoi,Nangloi,North Indian,400,0
Bansiwala Sweets & Caterers,Nangloi,Mithai,200,0
Best Chicken Corner,Nangloi,North Indian,700,0
Bhardwaj Bakery,Nangloi,Bakery,200,0
Bikaner Sweets & Restaurant,Nangloi,Mithai,500,0
Classic Chef Corner,Nangloi,Chinese,500,0
Dabas Ke Special Chole Bhature,Nangloi,Street Food,200,0
Daily Belly,Nangloi,North Indian,400,0
Deep Bakery And Cake,Nangloi,Bakery,200,0
Dhaba NH10,Nangloi,North Indian,300,0
Dilkhush Dhaba,Nangloi,North Indian,200,0
Do Bhai Paneer Wale And Sweets,Nangloi,Bakery,200,0
Dosa and Pizza Corner,Nangloi,South Indian,200,0
Gulati Ki Rasoi,Nangloi,North Indian,300,0
JMD Family Restaurant,Nangloi,North Indian,500,0
Jyoti Sweets,Nangloi,Mithai,200,0
Khana Khazana,Nangloi,North Indian,300,0
Krishna Panjabi Rasoi,Nangloi,North Indian,200,0
Lazeez Zaika,Nangloi,North Indian,300,0
Mannat Chinese Fast Food,Nangloi,Chinese,400,0
Pizza Hot,Nangloi,Italian,400,0
Raju Fast Food,Nangloi,Street Food,300,0
Ramesh Caterers & Dhaba,Nangloi,North Indian,200,0
Sethi's Express,Nangloi,South Indian,400,0
Shahi Chicken Biryani Corner,Nangloi,Biryani,300,0
Spicy Curry,Nangloi,North Indian,400,0
Super Star Restaurant,Nangloi,North Indian,200,0
Swagi Food Corner,Nangloi,Chinese,300,0
Taoji Ke Amratsari Naan,Nangloi,Fast Food,300,0
TCW Chaat Point,Nangloi,Street Food,200,0
The Food Express,Nangloi,North Indian,300,0
The Pizza Family,Nangloi,Pizza,400,0
The Regal Chicken Corner,Nangloi,North Indian,500,0
Welcome Rasoi,Nangloi,North Indian,400,0
A Patisseries Gallery,Naraina,Bakery,300,0
Aggarwal Bikaneri Sweets,Naraina,Mithai,200,0
Aggarwal Sweets & Bakers,Naraina,Desserts,300,0
Avatar Da Dhaba,Naraina,North Indian,300,0
